line,season,episode,character
Wow. Never pegged you for a quitter.,3,4,Jim
Maybe in six months-,8,16,Erin
"Okay… Seven, one, one, nine…",8,16,Dwight
"And Michael, you don't have rabies. And chances are you're not going to get it anytime soon. So... you don't really have to think about it too much.",4,1,Pam
"Always have your back. So, any ideas on how we can get over this nine-day hump here?",7,9,Michael
"I'm writing one, yeah.Co-Worker 3 What's it about?",4,4,Michael
"I love it, conservation. Let's start by conserving our time and stop having these stupid meetings.   No more meetings! No more meetings! No more meetings! No more meetings!",6,6,Pam
"Because I wanted you to come to me and say, ""Wow, he is so great."" And I was gonna say, ""Well, it's in the genes."" And I was actually gonna be wearing jeans. And I'd point to them, right? No. But you ruined it. So, thank you very much. Here he comes. Guys, look. I don't want you to treat him like anyone else in the office. I just want you to treat him like my nephew. Hey, there he is.",7,1,Michael
"Hey! Hey you guys! The Armeth Regado video is up, gather around! Check it out! This guy's on a full beam reach. They're hiking out like mad! Lock 'em up! Lock 'em up! Nice job! Ughh. This computer's a hunk of jjunk.",7,17,Andy
"Yeah, neither did I.",4,11,Angela
Daraas!,9,3,Dwight
For a lot of reasons.,7,3,Jim
"Ok. Oh, god.",9,1,Dwight
Do you have any idea how many guns Trevor’s had stolen from him?,9,8,Dwight
Wuphf.com!,7,1,Ryan
Can I be your representative?,2,3,Dwight
Take this thing.,5,9,Angela
"Read it? I own it. But no, I have not read it.",6,19,Michael
"Hey! Hey, hey, hey! I got your text. Who's Phillip?",5,25,Dwight
We should have your contract done by Thursday.,6,21,Michael
"Nothing left to do except dot the I's, the J's, and the umlauts. Why don't you meet me here at exactly mid-late afternoon?",6,16,Dwight
Um.,9,18,Pam
No earbuds!,9,13,Dwight
"Alright. Here's the thing okay, you just keep talking to her. If you hit a stall you have a perfect fall back.",1,6,Jim
Geez louise.,6,15,Erin
I don't want people making fun of my weight.,6,7,Kevin
"I was just asking a question, Toby. How are you not murdered every hour?",9,4,Andy
"I'll call you, too. So. You are probably gonna get carded, so I can make you a fake ID. We have a laminating machine.",2,11,Michael
Nice touch.,8,4,Pam
It was-,8,15,Jim
"No, you’ve been towed by now. They tow after about 45 minutes.",9,13,Dwight
Really?,2,3,Michael
"Oh, I don't know.",8,15,Jim
"Yeah, way to go Phyllis. Nice work, per usual.",2,1,Michael
"Well, I'm going to the outlet mall on Saturday, so if you wanna save big on brand names and Roy has to work, which he will, because I'm also competitive, you should feel free to come along.",1,5,Jim
"Name, Meredith Palmer. Uh, personal information, divorced twice, two kids. Uh, Employer, Dunder Mifflin Paper Incorporated. Awards, multiple Dundies.",1,4,Dwight
"Exercise lengthens life. Improves mood, boosts sex drive, and I've already covered the BM of it all. It's miraculous the effect that I will have on their lives.",8,9,Dwight
Alright. Let me show you how a real man walks across a flaccid cord.,9,1,Andy
What old days? What are you talking about?,2,5,Michael
My God!,2,21,Jim
I will have to answer.,6,10,Michael
"Quick question--Do you just decide who gets what in the moment, or did you make a list?",9,9,Jim
"Oh, you're dead.",2,6,Pam
"Sorry. Super-busy. Pens coming in later, just grabbing a Java before all hell breaks loose.",9,11,Erin
These are just my dirty old gardening clothes. They were all that I had in my car.,7,3,Angela
Dwight Schrute.,2,6,Dwight
What is this about?,7,4,Oscar
Do you have the tools to turn a wooden mop handle into a stake?,3,16,Dwight
700 and one penny.,5,4,Dwight
"A hero kills people, people that wish him harm.Mr.",1,2,Dwight
"Oh, boy! ... What's that sound?",6,16,Erin
"Erin, did we win?",8,12,Dwight
"Dude, I'm gonna be here all week, right? Five days a week, I figure I'll start slow.",8,9,Darryl
You feel connected to his baby over there?,5,3,Darryl
"Hey guys, I just found another promo. It's in Danish. I guess it's gonna start airing in Denmark.",9,18,Oscar
Gymnasts? You're going to seek out uneducated gymnasts?,8,24,Andy
"Ryan has been using the color printer for his business a lot, and as Office Administrator--",7,9,Erin
How do you know this?,6,1,Michael
"Ohhh, man!  There it goes.",4,11,Dwight
Yeah! Gainer! Woohoo!,6,1,Dwight
Used to be. Evan will call you in the morning to work out the details. We can now sell HammerMill products.,3,2,Michael
About when you want to give me more of your money?,2,22,Pam
I couldn't understand a word he said.,6,19,Oscar
The Dunder Code! I completely forgot about that prank. That had to be like six or seven years ago. Stayed late every night for a month. Had a lot more free time back then.,9,12,Jim
Well I understand that but this is a $45 watch.,7,14,Michael
Yay Kevin. Whoo hoo for Kevin! For stinking up the bathroom.,2,1,Pam
Look at that. There's a pebble in there. You coulda killed me.,7,11,Dwight
Is that a sumo suit?,3,22,Dwight
That you remember her.,2,16,Pam
I may have told some people that. I'm nervous. I'm about to get married.,6,4,Jim
"Gabe, it's Dwight again. Highest priority, triple-urgent. Call me. Immediately. That means ASAP.",8,13,Dwight
"Anyway, now that I'm back, I would love to have my office back, whenever you get a chance.",8,21,Andy
"Hey, mon!",3,11,Michael
"Totally, no problem. What are you interviewing for, by the way, my assistant? Or...",3,23,Jim
"Right. And did you show them the market? Yeah. And what'd they say? That's awesome! That, oh my god! Wow!",9,2,Jim
I would not expect you to know what it's like to date someone in the public arena.,7,11,Angela
"Michael, you thought you were attacking corporate, but we were the ones who got hurt. You should be apologizing to us.",5,24,Phyllis
Oh initially I did.,5,16,Jim
Yes.,6,11,Michael
All work and no play makes Michael a dull boy.,5,25,Dwight
It's hot in here.,3,11,Dwight
What do we have here?,8,14,Darryl
"I don't believe that Jim moved that coat rack. But if he did, he has an obligation to use his gift wisely. With great power comes great responsibility. They could do a cross-section of his brain to find out more. But I don't think it's true, though.",2,22,Dwight
I can't...,3,8,Dwight
What I do between 530 pm and 1 am is no one's business but mine and my other business'.,4,4,Michael
Your clients. They're all mine.,8,13,Dwight
"If you want to come back then, that'll be fine.",5,17,Jim
"I knew it, I knew it.",9,13,Jim
Are you sure this is the right way?,6,4,Andy
"Maybe the Michael Scott Paper Company was a huge mistake. I should leave. I should go, and start my own paper company. That'll show 'em.",5,21,Michael
No.,5,1,Michael
"Alright! Let me get this clear! Does everybody want a raise? Alright, everyone wants a raise, so what we're going to do is go into here, and we will not come out until we do.",6,3,Michael
This is a very good idea. This is good. Let's get all the bad ideas out now. Flush them out.,6,24,Jim
That was a very good point.,3,18,Michael
"I don't get it, I really don't get it. I thought this would work. I do everything I had at that guy and nothing.",4,2,Michael
In the parking lot.,3,21,Phyllis
Gross. I love it.,9,5,Pam
That one's great.,5,24,Pam
Hey. You made it.,3,17,Pam
OH! Who likes to water ski on Lake Erie? No wai-where does Dracula like to water ski?,7,6,Michael
"Oh, I don’t know.",9,23,Kevin
"I am still forming a first impression with Robert. Once it is formed, we can all relax. Ok, I’m sorry to hijack your meeting , D dub dog…had to pull rank.",8,2,Andy
Is everything okay?,3,13,Pam
Okay. Aw. Thank you Phyllis.,9,23,Andy
The thought of popping one of your beets into my mouth makes me want to vomit.,4,9,Angela
I hope you're not busy doing something.,6,14,Michael
David... you're welcome.,5,17,Dwight
Now this is getting ridiculous.,6,4,Phyllis
"Yes I shouted ""fire!"". I shouted many things! I also shouted instructions on how to get out of the building, so you can imagine my frustration as safety officer when nobody would heed of what-- heeded--",5,13,Dwight
"I know, I know you're angry. And we are truly, truly sorry.",3,20,Michael
I only weigh 82 pounds! Uh-- save Bandit! Oh!,5,13,Angela
Well now I don't even feel like pie. Wait...no it's back.,9,4,Kevin
And a woman-,2,8,Michael
Why... why are you making this so hard?,2,5,Michael
Have a good trip.,5,11,Dwight
"Well, then keep it.",1,5,Jim
"Da na na na na. No, no, check it out, look. Da na na na na... want to do that?",5,5,Darryl
"Or the mini mall. They have all these Valentine Day deals. You can get 20% off if you come in with your husband or your boyfriend. But, I mean, if you don't have one of those you can probably just bring whoever it is you use to kill your loneliness.",9,15,Phyllis
"I can't believe we're here, I can't believe this is happening.",4,6,Jim
So suck it.,5,9,Pam
"Ugh. There is no cookie, Kevin.",5,25,Angela
"Oh, that duck is so cute.",3,17,Pam
"Oh, I thought you were going to bring marmalade.",8,4,Andy
"OK, OK, Fine. Yeah, actually, perfect. Perfect. You know what? There's another side to this place, gentleman. And I know we all love our cushy jobs and our fun, exciting office. But do you realize that underneath us, there's another world. The warehouse world. A world that is teeming with sweat and dirt and life. Life. The bowels of the office. These guys are down there, they are real men doing real man's work. We are going to learn how a warehouse works.",2,15,Michael
Okay.,3,23,Michael
I play the banjo.,3,9,Andy
Were you absent?,2,4,Dwight
Charley horse!,2,14,Michael
"Hello? Yes, this is Pam Halpert. I got the mural? Oh, my God!",9,12,Pam
I think we're out.,5,2,Kevin
So how do you come up with your cartoons?,3,2,Pam
Stanley! What? You gotta be kidding me! !?! Oh... Here we go! Who's on him? Somebody get him!,1,5,Michael
"Uh, Jim, you’re not dressed up at all.",9,5,Erin
Jim!,9,20,Pam
Let's go!,6,16,Dwight
"You've changed, man.",6,18,Michael
Damnit. I AM Kerrigan from Starcraft! I've been censored.,8,5,Dwight
You heard me correctly.,4,4,Oscar
"Hey, look! Cool. Carpenter ants.",2,3,Dwight
"Uh, leprosy? Flesh eating bacteria. Hot-dog fingers. Government-created killer nanorobot infection.",1,3,Dwight
"Uh, you guys are going to love these. So, empanadas on me. You guys gotta try them.",8,13,Jim
"It's just, we need to get her out of here because no one is going to want to go in there with a woman writhing around on the floor. Wait, wait, wait. But most importantly we need to get her some medical attention. ASAP. Stat.",5,25,Michael
"Ah, well maybe you should spy on him.  Oh my God, wouldn't that be hilarious! David Wallace's",6,9,Michael
"Hey, Big Tuna. You ever Google Google? What do you think would happen?",3,1,Andy
Let's take a look. Nice.,2,22,Jim
What he's not telling you is that he will abandon you.Mr.,5,22,Dwight
Mm-hm. That is so cool how you have my name at the top.,4,4,Michael
"Do some... do some work. People expect a lot from these meetings. Laughter, sudden twists. Surprise endings. You need to be Robin Williams and M. Night Shyamalan. You need to be Robin Shyamalan.",5,2,Michael
Yes you did. That's right! Congratulations Meredith. We should head out.,7,20,Michael
"Hey, grandma's back.",6,16,Jim
"Oh, wow. That's cool.",6,4,Jim
You want a birthday pie?,4,7,Jim
Ach! Wuh---,5,2,Michael
What the hell is this all about? You're flipping my car for profit.,4,12,Andy
Oscar says “hi” all the time. He says all kinds of greetings. “Hi” “Hello” “Hola” You're telling me you've never heard Oscar say “hi”?,9,16,Andy
How do you figure?,5,26,Pam
"We'll still get to use the little cups, though, right?",6,14,Michael
"Yeah, I bet you would. Just try not to be too gay on the court. And by gay I mean, um, you know, not in a homosexual way at all. I mean the uh, you know, like the bad-at-sports way. I think that goes without saying.",1,5,Michael
You could be the Indian Bill Gates. You could be the Indian Ted Turner.,6,21,Dwight
This is my friend Julie.,6,19,Pam
"Ryan, you have such an interesting mind. So creative. All these new business ideas and artistic projects.",7,18,Dwight
I-- I thought they were confused at least...,9,8,Pam
"Ladies and gentlemen please welcome, Phyllis Vance! Isn't that White Diamonds Maya Smith Taylor?",7,8,Andy
