character,line,season,episode
Pam,I don't think any of them are supposed to shred magazines.,7,21
Michael,"I can't do this. All the channels are gonna be different there. I'm not gonna be able to find my shows. I'm not going to start improv at level one, and I don't think my credits will transfer. Ugh, and you know what? I just figured out where I was supposed to go to vote. I gotta call her, and I'm going to tell her, that I cannot come.",7,21
Holly,Hello there!,7,21
Michael,Hi. What is the name of our town?,7,21
Holly,Boulder. Is something wrong? Are you okay?,7,21
Michael,"No, no. I just needed to hear your voice.",7,21
Holly,Oh you mean this?,7,21
Michael,Yes. Yes my hero!,7,21
Holly,"I'll pay the rent! Okay, my mom's looking at me and she has no sense of humor. It's a joke mom!",7,21
Michael,"Ohh, I miss you.",7,21
Holly,Well I'll see you tonight. I'll pick you up outside baggage claim.,7,21
Michael,Okay. I'll see you tonight. I love you.,7,21
Holly,I love you too.,7,21
Michael,"Yes, so I know I told everybody that tomorrow is my last day, but I'm, I'm gonna be leaving tonight. I head to the airport at four. And I have said goodbye to half of them.",7,21
Toby,"Well you know Michael, I have a brother in Boulder. Rory Flenderson. You should look him up.",7,21
Michael,Okay.,7,21
Toby,Okay.,7,21
Michael,Kelly! Kelly? Kelly.,7,21
Kelly,What?!,7,21
Michael,"If I just went away right now, would that be the best gift that I could give you?",7,21
Kelly,Yes! Please! Please go away! And stop using that weird slow voice.,7,21
Michael,"She was once my girl, and she is your girl now.",7,21
Ryan,Wow.,7,21
Michael,Yeah.,7,21
Ryan,This is... totally unnecessary.,7,21
Michael,You're not prone to seizures?,7,21
Ryan,No.,7,21
Pam,So Michael said we can do whatever we want cake-wise. What do we want?,7,21
Meredith,Erotic.,7,21
Angela,See? This is what happens. You can't let a stray dog into the house.,7,21
Phyllis,"Hmm, let's hear here out. I would like to hear more about these cakes.",7,21
Meredith,I know these Ethiopians that run a cake shop.,7,21
Angela,Good God...,7,21
Meredith,"They make these cakes, they're wild! I mean, they show everything!",7,21
Pam,"I don't, I don't think we sh-",7,21
Meredith,"I know what you're thinking, but it's not just black, they do it all. And the women on these cakes, they're not just guy's fantasies. They have real, full women. It is refreshing.",7,21
Pam,"Okay, don't turn this into some feminist issue.",7,21
Phyllis,"As a person who buys a lot of erotic cakes, it feels good to be represented on one.",7,21
Pam,"You know what, I think we should get some other input.",7,21
Kelly,I think we should do cupcakes. I am one of the few people who looks hot eating a cupcake.,7,21
Phyllis,"Yeah, cupcakes. That's what I said.",7,21
Angela,"No! I'm not cleaning up a bunch of uneaten cupcake bottoms! You know, we don't really care about your opinion. You're just a tie-breaker.",7,21
Michael,"Um, Pam.",7,21
Pam,"Oh, hey Michael! I'm just going to go to Carbondale to price some shredders. I'll see you later.",7,21
Michael,Okay...,7,21
Erin,Gabe!,7,21
Gabe,I need to talk to you!,7,21
Erin,"You can't be in here. This is a lady's room!abe Erin, I respect your privacy, but I will follow you in here everytime you go if that's what it takes.",7,21
Erin,Hey Creed.,7,21
Creed,Not cool man.,7,21
Erin,I really think you should leave.,7,21
Gabe,"Someday, you are going to tell our grandchildren about how their grandfather won you back in a women's room.",7,21
Erin,"Can we talk about this later, I have to go.",7,21
Gabe,"Just read the letter under your windshield wiper, it explains everything. Quick one.",7,21
Erin,Gabe!,7,21
Gabe,Okay...,7,21
Toby,"Here's the thing Rory, I knew you guys would hit it off in an odd way.",7,21
Rory,I can bring him a welcome basket. I'll surprise him.,7,21
Toby,Do- Well you should give him a little time to settle in. But-,7,21
Rory,Does he like jams? My shelves are over flowing with preserves.,7,21
Toby,"Well, no. He hates jams.",7,21
Michael,Darryl!,7,21
Darryl,Hey.,7,21
Michael,"I would like to give you, the only copy, of Somehow I Manage. Unfinished. If there's anyone here who can finish it, it's you.",7,21
Darryl,"That's sweet Mike. Let's see here. There's a chapter, called Gum. With one sentence. Everybody likes the guy who offers him a stick of gum.",7,21
Michael,"Mmmhmmm. It's true. Darryl, I have one last wish. I would like to use the bailer.",7,21
Darryl,No. Can't let you do that Mike.,7,21
Michael,No problem. Worth a try.,7,21
Michael,Darryl said I could use the bailer because I'm leaving.,7,21
Warehouse Guy,No.,7,21
Michael,"Alright guys, well... see ya later warehouse. Catch you on the flippity flip.",7,21
Angelo,"okay, so what's our approach? You a veteran? Do I have a month to live? You gonna get married tomorrow? What? Hmm?",7,21
Andy,I thought we'd just talk about our customer service and exceptional paper quality.De,7,21
Angelo,That's stupid.,7,21
Andy,What do I know?De,7,21
Angelo,What do you know? We gotta get psyched up! Okay? Guy? Let's get psyched! Is there an animal shelter on the way?,7,21
Andy,Yeah.De,7,21
Angelo,Awesome! Ani Ani Shelto! Here we come. Do you know how to high-five?,7,21
Andy,Yeah!De,7,21
Angelo,'Cause if you do now's the time.,7,21
Andy,Alright.De,7,21
Angelo,Not while I'm driving.,7,21
Michael,"Catch you guys- Catch you guys on the filippity flip. Flippity flip! Flippity flip! Really? Okay, see ya guys!",7,21
Angelo,You know how I met Jo Bennett? And got started on my ladder of success?,7,21
Andy,No. I don't.De,7,21
Angelo,"I'm walking along, out of work. Again. Thinking to myself, 'I only have enough cash to by a sandwich, or get drunk. And I see this guy trying to steal this lady's dog! So I grab the dog. He runs off. She's so grateful, she hires me.",7,21
Andy,"Awwhh, wow.De",7,21
Angelo,Gimme that dog! That's not your dog! Yeah! Again.,7,21
Andy,"Oh, okay...De",7,21
Angelo,Gimme that damn dog you f***ing thief! Don't ever do It again! You hear me?! You feel that energy?,7,21
Andy,Mmhmmm.De,7,21
Agnelo,"Wooo! Yeah!  Okay, again.",7,21
Erin,"I know that Gabe is young, and hot and everything. And he's begging me to reconsider, but I... I just think I'm in love with someone else.",7,21
Michael,Kevin?,7,21
Erin,Andy.,7,21
Michael,Ahhhh...,7,21
Erin,"I wish I knew who my birth mother was, so she could just tell me who to choose.",7,21
Michael,Maybe neither.,7,21
Erin,I'm not attracted to Kevin.,7,21
Michael,"Erin, listen to me. You shouldn't rush into this. At all. And you know why? Because you are beautiful. And you are fun. And you are smart. And when the right guy comes along, you'll know it. You will. And you know what? You don't need a mom. Because you have my number, and you can call me anytime.",7,21
Erin,Extension 147.,7,21
Michael,N-,7,21
Erin,I know.,7,21
Michael,Okay.,7,21
Phyllis,You want the 27-26 or the 27-30?,7,21
Michael,"Phyllis. Phyllis, are my mittens done?",7,21
Phyllis,No. I'm on a sale!,7,21
Michael,"Listen to me. It's two p.m. From now until four, your priority is knitting. Knit like the wind.",7,21
Phyllis,Okay...,7,21
Michael,"Dwight, I will be leaving tomorrow.",7,21
Dwight,Yes.,7,21
Michael,So I wanted to give you that. It's a letter of recommendation.,7,21
Dwight,"This is gonna be good. To whom it may concern. Good, real personal. Thanks Michael. The dictionary defines superlative as of the highest kind, quality, or order, surpassing all else, or others. Supreme. That's great, if I wanted the dictionary definition I'd buy a dictionary. I define it as Dwight Schrute. As a sales executive, as a leader, as a man, and as a friend, he is of the highest kind, quality, and order. Supreme. Lot's more like that, really repetitive. What's this? Two forty five, behind the building. Paintball. Ohhh, yeah.",7,21
Angelo,"I would just like to start off saying, I have not worked with Mr. Andy Bernard for very long, I can say, is that he is no Michael Scott. I can't sit here and tell you he's gonna be a success. I can't sit here and tell you that he's even the best man for the job. But I can say this He's got potential. Sure. You know, I always say go big, or go home. You go with This guy, you could be making the biggest mistake of your life, OR, the biggest, Good decision of your life. It's either gonna be the best thing you ever did, or the worst thing you ever did. If you want some boring, white bread clock-watcher who's gonna get you your paper when you ordered it, for the agreed upon price, Andy's not your guy. You ever play Russian Roulette? Time to spin the chamber horse. By signing up for another year.",7,21
Jim,"Ahh, what happened to you?",7,21
Michael,You should see the other guy.,7,21
Michael,Jim where is Pam?,7,21
Jim,"Uhh, she's still pricing the whatevers. The shredders.",7,21
Michael,But it is already three o'clock!,7,21
Michael,"Whether you're scared of dying, or dying Alone, or dying drunk in a ditch. Don't be. It's going to be okay.",7,21
Michael,Yeah I was tripling up. There's not enough time in the day to have a special moment with everybody.,7,21
Michael,"And you, why are you still here.",7,21
Gabe,"I'm either going to quit today, or stay to make sure that Andy's career is destroyed.",7,21
Michael,"No, you are not going to quit today. For goodness sake, this is not going to be your last day in the office. Everybody gets dumped Gabe. Can I give you a piece of advice? A little cover-up on your Adam's apple will make it appear smaller, and make you look less like a transvestite.",7,21
Angelo,That is cold sir! Absolutely cold. You know what? It was a complete waste of my time.,7,21
Andy,"Uh DeAngelo, I'm, uh. I forgot my bag, so I'll meet you in the car.De",7,21
Angelo,Okay whatever.,7,21
Andy,"Sir, I'd just like to apologize, for that. I could tell you that he has a steel plate in his head, or that he's crazy, but the truth is I think he's just a terrible salesman. And I want you to know, that if you re-up with us, anything you need, day or night, I will be the one to take your call.",7,21
Client,Keep talking.,7,21
Angelo,"Yes. Okay, alright. No, well thank you! Alright, take care. You'll never guess, we did it!",7,21
Andy,Hey! Good job boss!De,7,21
Angelo,We did it!,7,21
Michael,"Okay, everybody come on. Conference room five seconds! Let's go! Hurry up, let's do this!",7,21
Stanley,"Yes, what is this about?",7,21
Michael,What is this meeting about?,7,21
Stanley,Mmhmmm.,7,21
Michael,"Okay, here we are in the conference room. Once again. And I just wanted to call you all here, together, because I have something important. Well there's two things actually. Okay first, I would like a whereabouts on Pam. And secondly, Phyllis how are those mittens coming? Because I would actually like to bring them home and pack them. I'm leaving for the day at four.",7,21
Phyllis,They're almost done but my knuckles are swelling a little and-,7,21
Michael,Well power through the arthritis Phyllis you can do it!,7,21
Stanley,Is that it?,7,21
Michael,"Umm, hmm?",7,21
Stanley,Is that it?,7,21
Michael,"Ummm... Hm... No. No. There's a special guest that I would like to invite to say one last goodbye. So here he comes, he's coming right in. Oh hi everybody, it's Ping! And I'm here to say goodbye to all you wonderful people! Thank you everybody! You've been so wonderful! I ruv you all! I ruv you very much!",7,21
Jim,"Hey, can I talk to you for a second?",7,21
Michael,Sure. Be right out!,7,21
Jim,"So I've been meaning to tell ya, I wanna take you out for lunch. For your last day.",7,21
Michael,Ohh...,7,21
Jim,"What do you think? Tomorrow? Lunch, you and me?",7,21
Michael,Okay...,7,21
Jim,You're not leaving tomorrow. You're leaving today right?,7,21
Michael,Maybe.,7,21
Jim,"Wow, so that's it huh? Just, four o'clock and you are gone for good.",7,21
Michael,Why am I so sad? Am I doing the wrong thing?,7,21
Jim,Absolutely not. It's just that sometimes... goodbyes are a bitch.,7,21
Michael,"T-Shirt idea, goodbyes stink. Okay, alright. So. James Halpert. You started with this company, as a fine young man...",7,21
Jim,You know what I think we should do? I think we should just save the goodbyes for tomorrow. At lunch.,7,21
Michael,"Oh, okay.",7,21
Jim,"And then tomorrow, I can tell you... what a great boss, you turned out to be. The best boss I ever had.",7,21
Michael,Oh shoot! That's my cab.,7,21
Jim,Alright.,7,21
Michael,Alright.,7,21
Jim,"Listen Michael, I really... I did text Pam, but...",7,21
Michael,"I know, it's okay. Just, give her a hug. Alright?",7,21
Jim,"I will see you, tomorrow at lunch.",7,21
Michael,I am looking forward to lunch. And hearing about what a great boss I am.,7,21
Jim,You got it.,7,21
Michael,Okay... Phyllis.,7,21
Phyllis,"Oh no, they're still not done.",7,21
Michael,"No no no, let me see. Oh Phyllis, nice try. I love 'em.",7,21
Creed,See ya tomorrow boss!,7,21
Michael,Later guys.,7,21
Michael,"Got almost everybody. So... Holly's my family now. She's my family. The babies that I make with her, will be my children. The people that you work with, are just... when you get down to it... your very best friends. They say, on your deathbed, you never wish you spent more time at the office. But I will. Gotta be a lot better than a deathbed. I actually don't understand deathbeds. I mean, who would buy that?",7,21
Michael,"Well, I guess this is it. Hey will you guys let me know if this ever airs? Thank you. Alright... Oh! This is gonna feel so good, getting this thing off my chest. That's what she said!",7,21
